horizon,mse,rmse,mae,mape,mdape,smape,coverage
118 days,708.8671663675135,26.62455945865609,23.143526388028285,0.040391761913731554,0.03883537169880841,0.040905300829302986,0.7054794520547946
119 days,711.118740799045,26.666809722931706,23.230777086762682,0.04052365775812636,0.03883537169880841,0.04104041310693347,0.6986301369863014
120 days,710.631129816065,26.65766549824018,23.284056175038966,0.04063480475787001,0.03883537169880841,0.04113420933709687,0.7054794520547946
121 days,727.6496264938334,26.97498149200168,23.523414355789466,0.04100375287412495,0.039892268647590975,0.04152448502791952,0.6986301369863014
122 days,723.5583472508556,26.899039894592068,23.402722294236952,0.04077885074182912,0.03668647160947298,0.04129636802870095,0.6986301369863014
123 days,716.9944902780525,26.776752795625768,23.31913148532075,0.040621441103506836,0.039892268647590975,0.041130839916250786,0.7054794520547946
124 days,697.6504467175995,26.413073405372565,22.84560021048726,0.0397838659691892,0.03653740386800559,0.04027671876914912,0.7191780821917808
125 days,707.1704407420251,26.592676449391572,23.014780952347724,0.04000067790841142,0.03668647160947298,0.04051875744536716,0.7191780821917808
126 days,679.8677577296509,26.074273867735048,22.445040477322824,0.039058409536229355,0.03607903337288443,0.039530262466179154,0.7397260273972602
127 days,646.011559023636,25.4167574451116,21.66643992352055,0.0377568772916139,0.03126242635534415,0.03817709700739728,0.7602739726027398
128 days,654.1796233689735,25.576935378754303,21.549754478321244,0.03737473641091333,0.03126242635534415,0.037863068685461625,0.7602739726027398
129 days,629.2590350574317,25.08503607845585,21.033387631441084,0.03639295444447892,0.030665894319351256,0.03690317405021727,0.7671232876712328
130 days,615.8483052720601,24.816291126436685,20.834992246158695,0.03610538730686607,0.030665894319351256,0.03657006417620683,0.773972602739726
131 days,597.6202015420115,24.446271730920678,20.61081782214203,0.03576909015219329,0.030665894319351256,0.036181692077690925,0.7945205479452054
132 days,617.042501868418,24.84034021241291,20.965313263872925,0.03635920969074348,0.03126242635534415,0.03677153904880016,0.7945205479452054
133 days,618.1720228650507,24.86306543580358,20.984197966610573,0.036402636656940754,0.03213168293981635,0.0368069492812331,0.7945205479452054
134 days,613.5603900568923,24.77015119164379,20.7669618874174,0.03601523123050911,0.03213168293981635,0.03641671496875857,0.7945205479452054
135 days,628.491911247526,25.069740948951306,20.833916801319713,0.0360788370958764,0.03213168293981635,0.036504422629358414,0.7876712328767124
136 days,620.0576434064461,24.900956676530445,20.559628728572676,0.03562181270802436,0.030665894319351256,0.03602795091703049,0.7945205479452054
137 days,626.7356500641358,25.034688934838712,20.636478026481445,0.03570531859593202,0.03213168293981635,0.03613461551776772,0.7808219178082192
138 days,617.8577785114018,24.856745131078643,20.311998084383113,0.035097387787203095,0.030552352638152296,0.03553574504188513,0.7808219178082192
139 days,602.1035582334663,24.537798561270044,19.91843858166498,0.03440971393604363,0.02916284119246971,0.03483721919122596,0.7876712328767124
140 days,591.1309878622964,24.31318547336602,19.699782428580406,0.03398749288616901,0.027921564687280888,0.03443176846263533,0.7876712328767124
141 days,615.1652395474293,24.80252486234878,20.141139981884994,0.03463612898579039,0.030552352638152296,0.035148997088806554,0.773972602739726
142 days,604.0930426523082,24.578304307911647,19.933420297323583,0.03432769580492491,0.027921564687280888,0.034812282615569186,0.7808219178082192
143 days,621.2987866762531,24.925865815980256,20.264819626674647,0.03481418348474259,0.030552352638152296,0.03535316139664573,0.7671232876712328
144 days,625.3977961580492,25.007954657629426,20.34966871674695,0.03492284022209019,0.030665894319351256,0.0354839089433628,0.7671232876712328
145 days,618.9524315346679,24.878754621858945,20.19163483503416,0.034665252065987154,0.030552352638152296,0.03521390189960792,0.7671232876712328
146 days,589.7467945280459,24.284702891492124,19.37498532869913,0.03330240091691417,0.027823494081326318,0.03380930935243365,0.7808219178082192
147 days,585.7817171708217,24.202927863604057,19.267734481151134,0.033133061309293076,0.0275343268284383,0.033634822096080735,0.7808219178082192
148 days,639.4041600849298,25.286442218804325,20.024891813941313,0.03438677438791031,0.027921564687280888,0.03493848768997435,0.7671232876712328
149 days,681.3445061290847,26.102576618584703,20.666551971457483,0.03551911001428444,0.027921564687280888,0.03608235220855528,0.7465753424657534
150 days,659.852934482781,25.68760273911875,20.283244216351992,0.03488872187522006,0.027823494081326318,0.03542931103944865,0.7465753424657534
151 days,638.0396244991721,25.259446242924092,19.765691143153344,0.03403623442314097,0.0275343268284383,0.034546656654731694,0.7602739726027398
152 days,622.3464685381631,24.94687292103287,19.402090473590256,0.03341636089489261,0.024894936082004243,0.03391579605312049,0.7671232876712328
153 days,614.3651596669266,24.78639061394229,19.043290886343527,0.03280465420723026,0.02288030533809404,0.03329297343073278,0.7671232876712328
154 days,598.6496771508627,24.46731855252763,18.638334455883186,0.03208159997661266,0.022626650645803666,0.032579292306126786,0.773972602739726
