ds,yhat,yhat_lower,yhat_upper,y,cutoff
2021-11-11,557.9950257513673,529.6410503260182,586.3681646023922,578,2021-02-28
2021-11-12,565.3515126617744,536.9741205047918,593.9384908933494,569,2021-02-28
2021-11-13,561.6949661612468,529.2974580940318,591.9448464810754,578,2021-02-28
2021-11-14,561.2348761169374,531.4655551283589,590.790832476195,562,2021-02-28
2021-11-15,557.5052666924535,528.6166685472897,586.0490476779901,564,2021-02-28
2021-11-16,555.0368415904095,525.2049681593076,585.9064489173331,509,2021-02-28
2021-11-17,555.9434994366687,526.1372510925552,583.9459158831011,571,2021-02-28
2021-11-18,556.5478686898147,527.4863381405556,587.055748846418,604,2021-02-28
2021-11-19,564.3449192325536,535.0514278865872,594.846541903467,615,2021-02-28
2021-11-20,561.1672644956592,531.5460829446375,591.6564121667122,528,2021-02-28
2021-11-21,561.2105252812175,533.4195544823815,589.9408414991665,572,2021-02-28
2021-11-22,557.9941694633984,528.005782242927,587.7337091097213,568,2021-02-28
2021-11-23,556.0340924774855,526.2951080311478,586.8637789844728,537,2021-02-28
2021-11-24,557.4295700973661,528.3822754854975,587.3762660247351,557,2021-02-28
2021-11-25,558.4892199436216,526.8546623270073,588.5565184908053,539,2021-02-28
2021-11-26,566.6950164096654,534.6131786436406,594.6821782227224,550,2021-02-28
2021-11-27,563.8679612268947,533.25729037451,592.9011509303277,558,2021-02-28
2021-11-28,564.1937703795236,536.2215519385851,591.7113331219947,624,2021-02-28
2021-11-29,561.1839825661028,532.9510813855767,590.4836250556455,539,2021-02-28
2021-11-30,559.3487468604055,531.9838020308075,590.7789651561721,591,2021-02-28
2021-12-01,560.7839157385872,530.6866181008872,590.382047344608,549,2021-02-28
2021-12-02,561.7970766406456,533.1432786178814,590.3318002930686,557,2021-02-28
2021-12-03,569.8715656178297,542.3775277862645,599.1163793627201,613,2021-02-28
2021-12-04,566.8320662976784,539.707675215795,595.872280060845,556,2021-02-28
2021-12-05,566.8701579817632,535.8235307182,596.0227059433986,547,2021-02-28
2021-12-06,563.5052231548775,532.8616603659517,593.6301529485714,570,2021-02-28
2021-12-07,561.2569789427204,533.6385584432236,591.130183933188,565,2021-02-28
2021-12-08,562.2322671439088,532.1805755084554,591.8119640498486,596,2021-02-28
2021-12-09,562.7507457666653,534.2502809131711,594.9802927903294,551,2021-02-28
2021-12-10,570.3085363754325,541.163679590292,598.578511454421,543,2021-02-28
2021-12-11,566.7434418896815,537.477444515791,596.3041064028442,579,2021-02-28
2021-12-12,566.2601103619734,534.7433241285154,596.3896213149824,575,2021-02-28
2021-12-13,562.3905666689583,533.51900489035,590.500883361673,587,2021-02-28
2021-12-14,559.6663878953411,528.6872795662038,592.2898476207309,605,2021-02-28
2021-12-15,560.20516752861,529.6256077540656,590.1696984834895,573,2021-02-28
2021-12-16,560.3359208243927,530.2063105897394,589.7772720731564,572,2021-02-28
2021-12-17,567.5624937348657,539.4431168188256,594.9169504686099,613,2021-02-28
2021-12-18,563.7285965561854,533.6587048655724,592.8785454741537,547,2021-02-28
2021-12-19,563.0428425762892,535.0021573186143,592.7403337876796,521,2021-02-28
2021-12-20,559.0392165252862,530.2453396740054,586.3092756561317,563,2021-02-28
2021-12-21,556.2492495215214,527.7497125314958,584.8529534858051,553,2021-02-28
2021-12-22,556.7885445815003,527.980555653093,584.4611227569259,549,2021-02-28
2021-12-23,556.9823020928308,526.8932864364141,586.6577048817338,570,2021-02-28
2021-12-24,564.3289028850887,534.2873611605614,593.1009503180915,608,2021-02-28
2021-12-25,560.6651636623709,530.2194692339249,587.7228338223457,510,2021-02-28
2021-12-26,560.1916372729895,531.4995351311582,588.6379950788709,583,2021-02-28
2021-12-27,556.4333736523145,527.1495110303177,585.0026461096668,588,2021-02-28
2021-12-28,553.912408301964,526.0428804798734,583.3236847177741,583,2021-02-28
2021-12-29,554.7346119944697,524.6048119673085,585.1810011482224,543,2021-02-28
2021-12-30,555.2155405090078,525.4203743361277,583.786963411208,575,2021-02-28
2021-12-31,562.8443315601496,535.0116405766362,593.4171614923314,596,2021-02-28
2022-01-01,559.4492536639815,528.0248071764677,588.4977536571236,545,2021-02-28
2022-01-02,559.223270164317,529.9400624604965,589.8218760527527,573,2021-02-28
2022-01-03,555.6850260593084,527.1960402565085,584.9168957020821,570,2021-02-28
2022-01-04,553.3515176053262,524.8201615432907,581.3057267166797,574,2021-02-28
2022-01-05,554.3250730234745,522.7238751659985,582.4099225446569,579,2021-02-28
2022-01-06,554.9192794326748,524.7997677020825,584.5443220204897,546,2021-02-28
2022-01-07,562.6229012822337,535.4058649054031,592.8137497568571,554,2021-02-28
2022-01-08,559.2653949805041,529.2876329751728,590.4489649355318,540,2021-02-28
2022-01-09,559.0423847285604,530.5104935171364,586.6927067220365,517,2021-02-28
2022-01-10,555.4765107529461,525.3160826805095,584.0031942904059,532,2021-02-28
2022-01-11,553.0899151125834,524.2065071992782,581.941460303969,550,2021-02-28
2022-01-12,553.9910000731996,525.4201892722414,581.6976131985583,521,2021-02-28
2022-01-13,554.5001020900283,524.453277752433,583.1275994284698,595,2021-02-28
2022-01-14,562.1131355751186,531.4841853601284,590.6567007388481,560,2021-02-28
2022-01-15,558.6668207449319,531.0235501013468,587.9432984159115,576,2021-02-28
2022-01-16,558.3638705364932,530.373409812968,586.8768517929498,572,2021-02-28
2022-01-17,554.7335578199759,527.4621494094389,584.9363552469683,536,2021-02-28
2022-01-18,552.3039378421045,521.395458425907,581.8070879537011,628,2021-02-28
2022-01-19,553.188370059238,524.06229224112,583.4714445407377,542,2021-02-28
2022-01-20,553.7109906719792,522.6883769876696,582.465356683471,588,2021-02-28
2022-01-21,561.3701971400977,530.8368994313824,588.8307781259807,538,2021-02-28
2022-01-22,558.0037646739293,529.0413256971614,586.6443349081185,546,2021-02-28
2022-01-23,557.8139737949886,528.6433410739087,587.476528831113,561,2021-02-28
2022-01-24,554.3281725638868,525.0676590697188,585.1728730657063,620,2021-02-28
2022-01-25,552.071048958955,522.5666034315896,581.0556545105643,581,2021-02-28
2022-01-26,553.151256267199,525.3810647567755,582.5385630102893,579,2021-02-28
2022-01-27,553.8870396842708,525.6744637540194,583.8495262675682,572,2021-02-28
2022-01-28,561.7699205657236,531.9721012328225,593.319679218414,575,2021-02-28
2022-01-29,558.6300519081533,529.6050883270626,587.6444759808252,619,2021-02-28
2022-01-30,558.6616163571873,529.9086647335226,587.5526750973079,539,2021-02-28
2022-01-31,555.3836814074958,524.4327572296226,583.8372984737356,592,2021-02-28
2022-02-01,553.3127774918718,523.3028462302295,580.1535973593774,599,2021-02-28
2022-02-02,554.5498314899505,523.1406682856135,583.8990711705246,621,2021-02-28
2022-02-03,555.406093312273,525.3407541616009,585.0621378991501,628,2021-02-28
2022-02-04,563.3671015877854,533.7862413380115,591.4108705028896,587,2021-02-28
2022-02-05,560.2582920892501,530.9657243985157,589.113101838845,563,2021-02-28
2022-02-06,560.2706110441459,531.5701054227984,588.3797195167958,527,2021-02-28
2022-02-07,556.9215399499885,528.4483034927696,585.3142345240145,544,2021-02-28
2022-02-08,554.727790919088,524.7190464434132,583.3510776424885,546,2021-02-28
2022-02-09,555.7923000207019,526.0289009281382,586.0030311628547,576,2021-02-28
2022-02-10,556.4301530060209,528.4628168080745,587.3757629672832,594,2021-02-28
2022-02-11,564.1324880965358,535.6073785961487,593.1949232989355,494,2021-02-28
2022-02-12,560.7319801159581,529.2742374998384,588.7602245404703,563,2021-02-28
2022-02-13,560.428270761479,532.0173011202163,589.2252238882239,557,2021-02-28
