ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-03-24,567.2845283326541,539.0711318460845,600.7880918533662,567.2845283326541,567.2845283326541,0.011780899755978121,0.011780899755978121,0.011780899755978121,-2.1197508359912023,-2.1197508359912023,-2.1197508359912023,2.1315317357471804,2.1315317357471804,2.1315317357471804,0.0,0.0,0.0,567.2963092324101
2021-03-25,567.286746421479,541.5563235178887,601.4875024898573,567.286746421479,567.286746421479,3.374576103176986,3.374576103176986,3.374576103176986,0.7127744360058131,0.7127744360058131,0.7127744360058131,2.6618016671711726,2.6618016671711726,2.6618016671711726,0.0,0.0,0.0,570.661322524656
2021-03-26,567.2889645103041,544.1027202268796,602.0869609024612,567.2889645103041,567.2889645103041,5.056473764429479,5.056473764429479,5.056473764429479,1.9097870079566575,1.9097870079566575,1.9097870079566575,3.146686756472822,3.146686756472822,3.146686756472822,0.0,0.0,0.0,572.3454382747336
2021-03-27,567.2911826040895,541.7703274764701,602.5482744564657,567.2911826040895,567.2911826040895,4.385831122925513,4.385831122925513,4.385831122925513,0.8124879209142237,0.8124879209142237,0.8124879209142237,3.5733432020112894,3.5733432020112894,3.5733432020112894,0.0,0.0,0.0,571.677013727015
2021-03-28,567.2934006978747,537.9746234119192,602.3231100293469,567.2934006978747,567.2934006978747,3.9461752051072843,3.9461752051072843,3.9461752051072843,0.016164641069579794,0.016164641069579794,0.016164641069579794,3.9300105640377043,3.9300105640377043,3.9300105640377043,0.0,0.0,0.0,571.239575902982
2021-03-29,567.2956187916601,539.5446236338422,601.951484831028,567.2956187916601,567.2956187916601,3.0391333550080923,3.0391333550080923,3.0391333550080923,-1.1672393741199867,-1.1672393741199867,-1.1672393741199867,4.206372729128079,4.206372729128079,4.206372729128079,0.0,0.0,0.0,570.3347521466682
2021-03-30,567.2978368854456,541.3617328837595,601.4986378517989,567.2978368854456,567.2978368854456,4.229663879293578,4.229663879293578,4.229663879293578,-0.16422379582965427,-0.16422379582965427,-0.16422379582965427,4.393887675123232,4.393887675123232,4.393887675123232,0.0,0.0,0.0,571.5275007647391
2021-03-31,567.3000549792309,540.1453672443288,600.487912611889,567.3000549792309,567.3000549792309,2.366325024811896,2.366325024811896,2.366325024811896,-2.1197508359928627,-2.1197508359928627,-2.1197508359928627,4.486075860804759,4.486075860804759,4.486075860804759,0.0,0.0,0.0,569.6663800040428
2021-04-01,567.3022730730163,540.3926184094845,602.3243624418799,567.3022730730163,567.3022730730163,5.191532513910467,5.191532513910467,5.191532513910467,0.712774436006646,0.712774436006646,0.712774436006646,4.47875807790382,4.47875807790382,4.47875807790382,0.0,0.0,0.0,572.4938055869268
2021-04-02,567.3044911668017,542.8432469464299,601.807252401469,567.3044911668017,567.3044911668017,6.280021903784055,6.280021903784055,6.280021903784055,1.9097870079564998,1.9097870079564998,1.9097870079564998,4.370234895827556,4.370234895827556,4.370234895827556,0.0,0.0,0.0,573.5845130705857
2021-04-03,567.306709260587,544.037186718713,605.5365490569837,567.306709260587,567.306709260587,4.973889288764329,4.973889288764329,4.973889288764329,0.8124879209115833,0.8124879209115833,0.8124879209115833,4.161401367852745,4.161401367852745,4.161401367852745,0.0,0.0,0.0,572.2805985493513
2021-04-04,567.3089273543724,540.9119278427165,601.1263923431617,567.3089273543724,567.3089273543724,3.8719570503507494,3.8719570503507494,3.8719570503507494,0.0161646410742225,0.0161646410742225,0.0161646410742225,3.8557924092765274,3.8557924092765274,3.8557924092765274,0.0,0.0,0.0,571.1808844047231
